Original drug name	chembl_id	molregno	Original synonyms	Fu	PMID	inchi_key	SMILES
MINOCYCLINE	CHEMBL1434	371561		0.005	PMID30115648	DYKFCLLONBREIL-KVUCHLLUSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
MINOXIDIL	CHEMBL802	51042		1.0	PMID30115648	ZFMITUMMTDLWHR-UHFFFAOYSA-N	c1(N2CCCCC2)cc(n(=O)c(n1)N)N
MIRABEGRON	CHEMBL2095212	1369608		0.29	PMID30115648	PBAPPPCECJKMCM-IBGZPJMESA-N	O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3
MIRTAZAPINE	CHEMBL654	27610		0.15	PMID30115648	RONZAEMNMFQXRA-UHFFFAOYSA-N	CN1CCN2C(C1)c3ccccc3Cc4cccnc24
MITOXANTRONE	CHEMBL58	4504		0.25	PMID30115648	KKZJGLLVHKMTCM-UHFFFAOYSA-N	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
MOCLOBEMIDE	CHEMBL86304	139099		0.77	PMID30115648	YHXISWVBGDMDLQ-UHFFFAOYSA-N	Clc1ccc(cc1)C(=O)NCCN2CCOCC2
MOEXIPRIL	CHEMBL1165	188707		0.12	PMID30115648	UWWDHYUMIORJTA-HSQYWUDLSA-N	C(c1ccccc1)C[C@H](N[C@H](C(N1Cc2c(C[C@H]1C(O)=O)cc(OC)c(c2)OC)=O)C)C(OCC)=O
MONTELUKAST	CHEMBL787	47447		0.002	PMID30115648	UCHDWCPVSPXUMX-TZIWLTJVSA-N	CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3
MORPHINE	CHEMBL70	6005		0.65	PMID30115648	BQJCRHHNABKAKU-KBQPJGBKSA-N	CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
MOXIFLOXACIN	CHEMBL32	1788		0.6	PMID30115648	FABPRXSRWADJSP-MEDUHNTESA-N	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
MOXONIDINE	CHEMBL19236	21698		0.93	PMID30115648	WPNJAUFVNXKLIM-UHFFFAOYSA-N	COc1nc(C)nc(Cl)c1NC2=NCCN2
MYCOPHENOLIC ACID	CHEMBL866	68396		0.02	PMID30115648	HPNSFSBZBAHARI-RUDMXATFSA-N	c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2
NAFCILLIN	CHEMBL1443	374064		0.13	PMID30115648	GPXLMGHLHQJAGZ-JTDSTZFVSA-N	CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
NALBUPHINE	CHEMBL895	77207		0.5	PMID30115648	NETZHAKZCGBWSS-CEDHKZHLSA-N	O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45
NALMEFENE	CHEMBL982	100696		0.65	PMID30115648	WJBLNOPPDWQMCH-MBPVOVBZSA-N	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O
NALOXONE	CHEMBL80	6902		0.54	PMID30115648	UZHSEJADLWPNLE-GRGSLBFTSA-N	Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
NALTREXONE	CHEMBL19019	21459		0.79	PMID30115648	DQCKKXVULJGBQN-XFWGSAIBSA-N	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O
NAPROXEN	CHEMBL154	51056		0.002	PMID30115648	CMWTZPSULFXXJA-VIFPVBQESA-N	C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
NARATRIPTAN	CHEMBL1278	250297		0.7	PMID30115648	AMKVXSZCKVJAGH-UHFFFAOYSA-N	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
NATEGLINIDE	CHEMBL783	46727		0.028999999999999998	PMID30115648	OELFLUMRDSZNSF-BRWVUGGUSA-N	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O
NEDOCROMIL	CHEMBL746	39540		0.11	PMID30115648	RQTOOFIXOKYGAN-UHFFFAOYSA-N	c12c(c3c(c(cc(o3)C(O)=O)=O)cc1c(cc(n2CC)C(O)=O)=O)CCC
NEFAZODONE	CHEMBL623	26465		0.01	PMID30115648	VRBKIVRKKCLPHA-UHFFFAOYSA-N	CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4
NELARABINE	CHEMBL1201112	675063		0.8	PMID30115648	IXOXBSCIXZEQEQ-UHTZMRCNSA-N	COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O
NETILMICIN	CHEMBL1572	453520		1.0	PMID30115648	CIDUJQMULVCIBT-MQDUPKMGSA-N	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O
NETUPITANT	CHEMBL206253	341603		0.003	PMID30115648	WAXQNWCZJDTGBU-UHFFFAOYSA-N	Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C
NEVIRAPINE	CHEMBL57	4345		0.32	PMID30115648	NQDJXKOVJZTUJA-UHFFFAOYSA-N	Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
NICARDIPINE	CHEMBL1484	407549		0.01	PMID30115648	ZBBHBTPTTSWHBA-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C
NICORANDIL	CHEMBL284906	37980		0.76	PMID30115648	LBHIOVVIQHSOQN-UHFFFAOYSA-N	c1(C(NCCO[N+](=O)[O-])=O)cccnc1
NICOTINE	CHEMBL3	115		0.95	PMID30115648	SNICXCGAKADSCV-JTQLQIEISA-N	CN1CCC[C@H]1c2cccnc2
NIFEDIPINE	CHEMBL193	419596		0.0439999999999999	PMID30115648	HYIMSNHJOBLJNT-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C
NIMODIPINE	CHEMBL1428	365248		0.016	PMID30115648	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C
NINTEDANIB	CHEMBL502835	522730		0.02	PMID30115648	XZXHXSATPCNXJR-ZIADKAODSA-N	CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5
NISOLDIPINE	CHEMBL1726	554892		0.003	PMID30115648	VKQFCGNPDRICFG-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C
NITRAZEPAM	CHEMBL13209	11745		0.13	PMID30115648	KJONHKAYOJNZEC-UHFFFAOYSA-N	O=C1CN=C(c2ccccc2)c3cc(ccc3N1)N(=O)=O
NITRENDIPINE	CHEMBL475534	453570		0.02	PMID30115648	PVHUJELLJLJGLN-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C
NITROFURANTOIN	CHEMBL572	16592		0.17	PMID30115648	NXFQHRVNIOXGAQ-YCRREMRBSA-N	O=C1CN(\N=C\c2oc(cc2)N(=O)=O)C(=O)N1
NITROGLYCERIN	CHEMBL730	37493		0.4	PMID30115648	SNIOPGDIGTZGOP-UHFFFAOYSA-N	C(CO[N+](=O)[O-])(CO[N+](=O)[O-])O[N+](=O)[O-]
NOMIFENSINE	CHEMBL273575	16225		0.4	PMID30115648	XXPANQJNYNUNES-UHFFFAOYSA-N	CN1CC(c2ccccc2)c3cccc(N)c3C1
NORFLOXACINE	CHEMBL9	246		0.13	PMID30115648	OGJPXUAPXNRGGI-UHFFFAOYSA-N	c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F
NORTRIPTYLINE	CHEMBL445	2262		0.12	PMID30115648	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CNCCC=C1c2ccccc2CCc3ccccc13
OFLOXACIN	CHEMBL4	146		0.75	PMID30115648	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
OLODATEROL	CHEMBL605846	603199		0.4	PMID30115648	COUYJEVMBVSIHV-SFHVURJKSA-N	O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C
OMBITASVIR	CHEMBL3127326	1623950		0.001	PMID30115648	PIDFDZJZLOTZTM-KHVQSSSXSA-N	CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc2ccc(cc2)[C@@H]3CC[C@H](N3c4ccc(cc4)C(C)(C)C)c5ccc(cc5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
OMEPRAZOLE	CHEMBL1503	419601		0.05	PMID30115648	SUBDBMMJDZJVOS-UHFFFAOYSA-N	COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C
ONDANSETRON	CHEMBL46	3183		0.27	PMID30115648	FELGMEQIXOGIFQ-UHFFFAOYSA-N	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C
ORITAVANCIN	CHEMBL1688530	1076140		0.13	PMID30115648	VHFGEBVPHAGQPI-LXKZPTCJSA-N	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@H](NC7=O)C(=O)O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2
OXACILLIN	CHEMBL819	56432		0.07	PMID30115648	UWYHMGVUTGAWSP-JKIFEVAISA-N	Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
OXAZEPAM	CHEMBL568	16506		0.04	PMID30115648	ADIMAYPTOBDMTL-UHFFFAOYSA-N	OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
OXYBUTYNIN	CHEMBL1231	229058		0.00339999999999999	PMID30115648	XIQVNETUBQGFHX-UHFFFAOYSA-N	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
OXYCODONE	CHEMBL656	27624		0.55	PMID30115648	BRUQQQPBMZOVGD-XFKAJCMBSA-N	COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
OXYTETRACYCLINE	CHEMBL1517	421157		0.9	PMID30115648	IWVCMVBTMGNXQD-PXOLEDIWSA-N	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
PACLITAXEL	CHEMBL428647	8062		0.12	PMID30115648	RCINICONZNJXQF-MZXODVADSA-N	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C
PALIPERIDONE	CHEMBL1621	468656		0.24	PMID30115648	PMXMIIMHBWHSKN-UHFFFAOYSA-N	Cc1c(c(=O)n2c(n1)C(CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F
PALONOSETRON	CHEMBL1189679	663629		0.38	PMID30115648	CPZBLNMUGSZIPR-NVXWUHKLSA-N	O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5
PAMIDRONIC ACID	CHEMBL834	60401	Pamidronate	0.7	PMID30115648	WRUUGTRCQOWXEG-UHFFFAOYSA-N	C(P(O)(O)=O)(P(O)(O)=O)(CCN)O
PANCURONIUM	CHEMBL185073	306486		0.09	PMID30115648	GVEAYVLWDAFXET-XGHATYIMSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6
PANOBINOSTAT	CHEMBL483254	499179		0.1	PMID30115648	FPOHNWQLNRZRFC-ZHACJKMWSA-N	Cc1c(c2ccccc2[nH]1)CCNCc3ccc(cc3)/C=C/C(=O)NO
PANTOPRAZOLE	CHEMBL1502	419598		0.02	PMID30115648	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
PAPAVERINE	CHEMBL19224	21716		0.0729999999999999	PMID30115648	XQYZDYMELSJDRZ-UHFFFAOYSA-N	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
PARICALCITOL	CHEMBL1200622	674573		0.0016	PMID30115648	BPKAHTKRCLCHEA-UBFJEZKGSA-N	C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C
PARITAPREVIR	CHEMBL3391662	1825632		0.0219999999999999	PMID30115648	UAUIUKWPKRJZJV-QPLHLKROSA-N	Cc1cnc(cn1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)Oc5c6ccccc6c7ccccc7n5)C(=O)NS(=O)(=O)C8CC8
PAROXETINE	CHEMBL490	6643		0.06	PMID30115648	AHOUBRCZNHFOSL-YOEHRIQHSA-N	Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3
PAZOPANIB	CHEMBL477772	489525		0.01	PMID30115648	CUIHSIWYWATEQL-UHFFFAOYSA-N	Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C
PEFLOXACIN	CHEMBL267648	11474		0.75	PMID30115648	FHFYDNQZQSQIAI-UHFFFAOYSA-N	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3
PENCICLOVIR	CHEMBL1540	430597		0.84	PMID30115648	JNTOCHDNEULJHD-UHFFFAOYSA-N	NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1
PENICILLAMINE, D-	CHEMBL1430	369179		0.12	PMID30115648	VVNCNSJFMMFHPL-VKHMYHEASA-N	CC(C)([C@H](C(=O)O)N)S
PENICILLIN G	CHEMBL29	1615		0.4	PMID30115648	JGSARLDLIJGVTE-MBNYWOFBSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
PENTAMIDINE	CHEMBL55	3965		0.09	PMID30115648	XDRYMKDFEDOLFX-UHFFFAOYSA-N	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1
PENTOBARBITAL	CHEMBL448	2327		0.39	PMID30115648	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
PENTOXIFYLLINE	CHEMBL628	27029		0.51	PMID30115648	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C
PERAMPANEL	CHEMBL1214124	685974		0.05	PMID30115648	PRMWGUBFXWROHD-UHFFFAOYSA-N	c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4
PERPHENAZINE	CHEMBL567	16505		0.07	PMID30115648	RGCVKNLCSQQDEP-UHFFFAOYSA-N	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
PHENACETIN	CHEMBL16073	16498		0.47	PMID30115648	CPJSUEIXXCENMM-UHFFFAOYSA-N	CCOc1ccc(NC(=O)C)cc1
PHENETHICILLIN	CHEMBL1614637	1037639		0.25	PMID30115648	NONJJLVGHLVQQM-JHXYUMNGSA-N	CC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
PHENOBARBITAL	CHEMBL40	2217		0.49	PMID30115648	DDBREPKUVSBGFI-UHFFFAOYSA-N	CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
PHENOXYMETHYLPENICILLIN	CHEMBL615	24806		0.45	PMID30115648	BPLBGHOLXOTWMN-MBNYWOFBSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
PHENYTOIN	CHEMBL16	921		0.13	PMID30115648	CXOFVDLJLONNDW-UHFFFAOYSA-N	c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3
PINDOLOL	CHEMBL500	8543		0.58	PMID30115648	JZQKKSLKJUAGIC-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2[nH]ccc12
PIPECURONIUM	CHEMBL1201206	675157		0.98	PMID30115648	OWWLUIWOFHMHOQ-XGHATYIMSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6
PIPEMIDIC ACID	CHEMBL30116	37731		0.7	PMID30115648	JOHZPMXAZQZXHR-UHFFFAOYSA-N	c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1
PIPERACILLIN	CHEMBL702	33055		0.5	PMID30115648	IVBHGBMCVLDMKU-GXNBUGAJSA-N	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O
PIRETANIDE	CHEMBL349803	258666		0.057999999999999996	PMID30115648	UJEWTUDSLQGTOA-UHFFFAOYSA-N	NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O
PITAVASTATIN	CHEMBL1201753	675704		0.005	PMID30115648	VGYFMXBACGZSIL-MCBHFWOFSA-N	c12ccccc1c(c(c(n2)C1CC1)\C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F
PRALIDOXIME	CHEMBL1420	359778		1.0	PMID30115648	JBKPUQTUERUYQE-UHFFFAOYSA-O	c1([n+](cccc1)C)\C=N\O
PRAMIPEXOLE	CHEMBL301265	88815		0.85	PMID30115648	FASDKYOPVNHBLU-ZETCQYMHSA-N	c12c(C[C@H](CC2)NCCC)sc(n1)N
PRAVASTATIN	CHEMBL1144	178796		0.5	PMID30115648	TUZYXOIXSAXUGO-PZAWKZKUSA-N	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
PRAZOSIN	CHEMBL2	97		0.06	PMID30115648	IENZQIKPVFGBNW-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4
PREDNISOLONE	CHEMBL131	27370		0.25	PMID30115648	OIGNJSKKLXVSLS-VWUMJDOOSA-N	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
PREDNISONE	CHEMBL635	27229		0.27	PMID30115648	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
PRILOCAINE	CHEMBL1194	208749		0.72	PMID30115648	MVFGUOIZUNYYSO-UHFFFAOYSA-N	CCCNC(C)C(=O)Nc1ccccc1C
PROBENECID	CHEMBL897	77474		0.13	PMID30115648	DBABZHXKTCFAPX-UHFFFAOYSA-N	CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
PROCAINAMIDE	CHEMBL640	27341		0.84	PMID30115648	REQCZEXYDRLIBE-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1ccc(N)cc1
PROMAZINE	CHEMBL564	16391		0.11	PMID30115648	ZGUGWUXLJSTTMA-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2Sc3ccccc13
PROMETHAZINE	CHEMBL643	27368		0.09	PMID30115648	PWWVAXIEGOYWEE-UHFFFAOYSA-N	CC(CN1c2ccccc2Sc3ccccc13)N(C)C
PROPAFENONE	CHEMBL631	27112		0.0379999999999999	PMID30115648	JWHAUXFOSRPERK-UHFFFAOYSA-N	CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
PROPIVERINE	CHEMBL1078261	618127		0.1	PMID30115648	QPCVHQBVMYCJOM-UHFFFAOYSA-N	c1(ccccc1)C(C(=O)OC1CCN(CC1)C)(OCCC)c1ccccc1
PROPOFOL	CHEMBL526	11819		0.016	PMID30115648	OLBCVFGFOZPWHH-UHFFFAOYSA-N	CC(C)c1cccc(C(C)C)c1O
PROPOXYPHENE	CHEMBL1213351	685193		0.24	PMID30115648	XLMALTXPSGQGBX-GCJKJVERSA-N	CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2
PROPRANOLOL	CHEMBL27	1370		0.13	PMID30115648	AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12
PROPYLTHIOURACIL	CHEMBL1518	421208		0.18	PMID30115648	KNAHARQHSZJURB-UHFFFAOYSA-N	CCCC1=CC(=O)NC(=S)N1
PRUCALOPRIDE	CHEMBL117287	191172		0.7	PMID30115648	ZPMNHBXQOOVQJL-UHFFFAOYSA-N	COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl
PYRIDOSTIGMINE	CHEMBL1115	157330		1.0	PMID30115648	RVOLLAQWKVFTGE-UHFFFAOYSA-N	CN(C)C(=O)Oc1ccc[n+](C)c1
PYRIMETHAMINE	CHEMBL36	2080		0.095	PMID30115648	WKSAUQYGYAYLPV-UHFFFAOYSA-N	CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
QUINIDINE	CHEMBL1294	255477		0.26	PMID30115648	LOUPRKONTZGTKE-LHHVKLHASA-N	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
QUININE	CHEMBL170	255947		0.3	PMID30115648	LOUPRKONTZGTKE-WZBLMQSHSA-N	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
RABEPRAZOLE	CHEMBL1219	222203		0.0369999999999999	PMID30115648	YREYEVIYCVEVJK-UHFFFAOYSA-N	COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
RALOXIFENE	CHEMBL81	6914		0.05	PMID30115648	GZUITABIAKMVPG-UHFFFAOYSA-N	c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O
RALTITREXED	CHEMBL225071	374007		0.05	PMID30115648	IVTVGDXNLFLDRM-HNNXBMFYSA-N	c1c(sc(N(Cc2cc3c(cc2)[nH]c(nc3=O)C)C)c1)C(=O)N[C@@H](CCC(O)=O)C(=O)O
RAMELTEON	CHEMBL1218	221962		0.2	PMID30115648	YLXDSYKOBKBWJQ-LBPRGKRZSA-N	c1c2OCCc2c2[C@H](CCNC(CC)=O)CCc2c1
REGADENOSON	CHEMBL317052	162546		0.7	PMID30115648	LZPZPHGJDAGEJZ-AKAIJSEGSA-N	OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1cnc2c(N)nc(nc12)n1ncc(c1)C(=O)NC
REMIFENTANIL	CHEMBL1005	111871		0.3	PMID30115648	ZTVQQQVZCWLTDF-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC
REMOXIPRIDE	CHEMBL22242	27616		0.16	PMID30115648	GUJRSXAPGDDABA-NSHDSACASA-N	CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
REPAGLINIDE	CHEMBL1272	248669		0.0149999999999999	PMID30115648	FAEKWTJYAYMJKF-QHCPKHFHSA-N	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O
RIBAVIRIN	CHEMBL1643	485738		1.0	PMID30115648	IWUCXVSUMQZMFG-AFCXAGJDSA-N	NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
RILUZOLE	CHEMBL744	38898		0.04	PMID30115648	FTALBRSUTCGOEG-UHFFFAOYSA-N	s1c(nc2c1cc(cc2)OC(F)(F)F)N
RISEDRONIC ACID	CHEMBL923	83772	Risedronate	0.76	PMID30115648	IIDJRNMFWXDHID-UHFFFAOYSA-N	OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O
RISPERIDONE	CHEMBL85	7714		0.1	PMID30115648	RAPZEAPATHNIPO-UHFFFAOYSA-N	CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
RIVAROXABAN	CHEMBL198362	328601		0.06	PMID30115648	KGFYHTZWPPHNLQ-AWEZNQCLSA-N	C1OCCN(c2ccc(cc2)N2C(O[C@H](C2)CNC(c2sc(cc2)Cl)=O)=O)C1=O
RIVASTIGMINE	CHEMBL636	27251		0.6	PMID30115648	XSVMFMHYUFZWBK-NSHDSACASA-N	CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
RIZATRIPTAN	CHEMBL905	79047		0.86	PMID30115648	ULFRLSNUDGIQQP-UHFFFAOYSA-N	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
ROCURONIUM	CHEMBL1201244	675195		0.54	PMID30115648	YXRDKMPIGHSVRX-OOJCLDBCSA-N	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6
ROFECOXIB	CHEMBL122	21697		0.13	PMID30115648	RZJQGNCSTQAWON-UHFFFAOYSA-N	c1ccc(cc1)C=1C(=O)OCC1c1ccc(cc1)S(=O)(=O)C
ROFLUMILAST	CHEMBL193240	321696		0.01	PMID30115648	MNDBXUUTURYVHR-UHFFFAOYSA-N	C(=O)(c1ccc(c(c1)OCC1CC1)OC(F)F)Nc1c(cncc1Cl)Cl
