Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Gadobenate 		1.0	PMID30115648		[N]1(CC(=O)[O-])([Gd+3]2[N@@](CC1)(CC[N@@]2([C@@H](C([O-])=O)COCc1ccccc1)CC(=O)[O-])CC([O-])=O)CC(=O)[O-]
Gadobutrol		1.0	PMID30115648		[Gd+3]1234567OC([C@@H](CO)[N]81CC[N]4(CC[N]3(CC[N]2(CC8)CC(=O)[O-]6)CC(=O)[O-]5)CC(=O)[O-]7)CO
Gadofosveset		0.16	PMID30115648		C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1
Gadopentetate		1.0	PMID30115648		O=C1C[N]23CC[N]45CC(=O)[O-][Gd+3]2424([O-]1)([O-]C(=O)C5)[O-]C(=O)C[N]2(CC3)CC(=O)[O-]4
Gadoversetamide		1.0	PMID30115648		COCCNC1=O[Gd+3]234567O=C(CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7)NCCOC
Gadoxetate		0.9	PMID30115648		C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1
Galanthamine		0.83	PMID30115648	ASUTZQLVASHGKV-JDFRZJQESA-N	COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
Gallopamil		0.07	PMID30115648	XQLWNAFCTODIRK-MUUNZHRXSA-N	c1([C@@](CCC[N@@](CCc2cc(c(OC)cc2)OC)C)(C(C)C)C#N)cc(c(OC)c(c1)OC)OC
Ganciclovir		0.99	PMID30115648	IRSCQMHQWWYFCW-UHFFFAOYSA-N	NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1
Ganirelix		0.18	PMID30115648	GJNXBNATEDXMAK-OSONCRFWSA-N	"N([C@@H](C(=O)N[C@H](C(N[C@H](C(N[C@@H](C(N[C@@H](C(=O)N[C@@H](C(N[C@H](C(N[C@H](C(=O)N1[C@H](C(N[C@@H](C(N)=O)C)=O)CCC1)CCCC\N=C(\NCC)NCC)=O)CC(C)C)=O)CCCC\N=C(/NCC)NCC)Cc1ccc(cc1)O)=O)CO)=O)Cc1cccnc1)=O)Cc1ccc(cc1)Cl)Cc1ccc2c(c1)cccc2)C(=O)C
"
Garenoxacin		0.25	PMID30115648	NJDRXTDGYFKORP-LLVKDONJSA-N	[H]N1Cc2cc(ccc2[C@H]1C)c1ccc2C(C(=CN(C3CC3)c2c1OC(F)F)C(=O)O[H])=O
Gatifloxacin		0.8	PMID30115648	XUBOMFCQGDBHNK-UHFFFAOYSA-N	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
Gavestinel		0.002	PMID30115648	WZBNEZWCNKUOSM-UHFFFAOYSA-N	[H]N(C(C=Cc1c2c(cc(cc2n([H])c1C(=O)O[H])[Cl])[Cl])=O)c1ccccc1
Gefitinib		0.0889999999999999	PMID30115648	XGALLCVXEZPNRQ-UHFFFAOYSA-N	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
Gemcitabine		1.0	PMID30115648	SDUQYLNIPVEERB-QPPQHZFASA-N	NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F
Gemifloxacin 		0.3	PMID30115648	ZRCVYEYHRGVLOC-HYARGMPZSA-N	CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F
Gentamicin		1.0	PMID30115648	XUFIWSHGXVLULG-IDLVJFIQSA-N	CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O
Gestodene		0.023	PMID30115648	SIGSPDASOTUPFS-XUDSTZEESA-N	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
Ginkgolide B		0.8	PMID30115648	SQOJOAFXDQDRGF-MAGGBRLHSA-N	C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O
Gliclazide		0.03	PMID30115648	BOVGTQGAOIONJV-CHWSQXEVSA-N	C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2
Glimepiride		0.005	PMID30115648	WIGIZIANZCJQQY-RUCARUNLSA-N	CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O
Glipizide		0.02	PMID30115648	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
Glufosfamide		0.71	PMID30115648	PSVUJBVBCOISSP-SPFKKGSWSA-N	P(O[C@H]1[C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O)(=O)(NCCCl)NCCCl
Glyburide		0.021	PMID30115648	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
Granisetron		0.35	PMID30115648	MFWNKCLOYSRHCJ-BTTYYORXSA-N	CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c3nn(C)c4ccccc34
Grepafloxacin		0.82	PMID30115648	AIJTTZAVMXIJGM-SNVBAGLBSA-N	c1(c(c2c(c(F)c(cc2n(c1)C1CC1)N1C[C@@H](C)NCC1)C)=O)C(=O)O
Guanfacine		0.28	PMID30115648	INJOMKTZOLKMBF-UHFFFAOYSA-N	NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
Haloperidol		0.08	PMID30115648	LNEPOXFFQSENCJ-UHFFFAOYSA-N	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
Hexobarbital		0.53	PMID30115648	UYXAWHWODHRRMR-UHFFFAOYSA-N	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
Hydralazine		0.12	PMID30115648	RPTUSVTUFVMDQK-UHFFFAOYSA-N	N\N=C\1/NN=Cc2ccccc12
Hydrocortisone		0.2	PMID30115648	JYGXADMDTFJGBT-VWUMJDOOSA-N	C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
Hydromorphone		0.86	PMID30115648	WVLOADHCBXTIJK-YNHQPCIGSA-N	CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
Hydroxychloroquine		0.57	PMID30115648	XXSMGPRMXLTPCZ-UHFFFAOYSA-N	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Hydroxydihydroquinidine, 3	S	0.47	PMID30115648	QJYVSAYVZYKUJL-LGWHJFRWSA-N	CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34
Hydroxyimipramine, 2-		0.36	PMID30115648	ROTCPJFWLNDKHU-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2CCc3cc(O)ccc13
Hydroxymidazolam		0.1	PMID30115648	QHSMEGADRFZVNE-UHFFFAOYSA-N	c1cc2n3c(cnc3CO)CN=C(c3ccccc3F)c2cc1Cl
Hydroxysafflor yellow A		0.22	PMID30115648	LIPJRCGLQNIXGO-YXDCRBDKSA-N	C1(C(=C([C@@](C(=C1C(\C=C\c1ccc(cc1)O)=O)O)(O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)O)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)=O
Hydroxystaurosporine, 7-		0.0022	PMID30115648	PBCZSGKMGDDXIJ-YVCRIDDQSA-N	CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n3c4ccccc4c5c6[C@@H](O)NC(=O)c6c7c8ccccc8n2c7c35
Hydroxyurea		1.0	PMID30115648	VSNHCAURESNICA-UHFFFAOYSA-N	NC(=O)NO
Ibandronic Acid	Ibandronate	0.15	PMID30115648	MPBVHIBUJCELCL-UHFFFAOYSA-N	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
Ibrutinib		0.03	PMID30115648	XYFPWWZEPKGCCK-UHFFFAOYSA-N	C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N
Ibuprofen		0.006	PMID30115648	HEFNNWSXXWATRW-UHFFFAOYSA-N	CC(C)Cc1ccc(cc1)C(C)C(=O)O
Ibutilide		0.6	PMID30115648	ALOBUEHUHMBRLE-UHFFFAOYSA-N	CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1
Idarubicin		0.0759999999999999	PMID30115648	XDXDZDZNSLXDNA-TZNDIEGXSA-N	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C
Idrapril		1.0	PMID30115648	QKIVRALZQSUWHH-SFYZADRCSA-N	C1CC[C@@H]([C@@H](C1)C(=O)N(C)CC(=O)NO)C(O)=O
Ifosfamide		1.0	PMID30115648	HOMGKSMUEGBAAB-UHFFFAOYSA-N	ClCCNP1(=O)OCCCN1CCCl
Iloprost		0.4	PMID30115648	HIFJCPQKFCZDDL-ACWOEMLNSA-N	CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12
Imatinib		0.05	PMID30115648	KTUFNOKKBVMGRW-UHFFFAOYSA-N	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1
Imidafenacin		0.12	PMID30115648	SQKXYSGRELMAAU-UHFFFAOYSA-N	[H]N([H])C(C(CCn1ccnc1C)(c1ccccc1)c1ccccc1)=O
Imipenem		0.86	PMID30115648	ZSKVGTPCRGIANV-ZXFLCMHBSA-N	C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N
Imipramine		0.0749999999999999	PMID30115648	BCGWQEUPMDMJNV-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2CCc3ccccc13
Incadronate	acid	0.9	PMID30115648	LWRDQHOZTAOILO-UHFFFAOYSA-N	C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O
Indacaterol		0.05	PMID30115648	QZZUEBNBZAPZLX-QFIPXVFZSA-N	[C@@H](O)(c1ccc(c2c1ccc(=O)[nH]2)O)CNC1Cc2c(C1)cc(c(c2)CC)CC
Indinavir		0.36	PMID30115648	CBVCZFGXHXORBI-PXQQMZJSSA-N	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45
Indisulam		0.001	PMID30115648	SETFNECMODOHTO-UHFFFAOYSA-N	c1(ccc(cc1)S(=O)(=O)N)S(=O)(=O)Nc1cccc2c(c[nH]c12)Cl
Indocyanine Green		0.05	PMID30115648	BDBMLMBYCXNVMC-UHFFFAOYSA-N	CC1(C)\C(=C\C=C\C=C\C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)\N(CCCCS(=O)(=O)O)c5ccc6ccccc6c15
Indomethacin		0.01	PMID30115648	CGIGDMFJXJATDK-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3
Indoprofen		0.01	PMID30115648	RJMIEHBSYVWVIN-UHFFFAOYSA-N	N1(c2ccc(cc2)C(C(=O)O)C)C(=O)c2c(C1)cccc2
Indoramin		0.15	PMID30115648	JXZZEXZZKAWDSP-UHFFFAOYSA-N	O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4
Inogatran		0.76	PMID30115648	CDPROXZBMHOBTQ-SJORKVTESA-N	C1[C@@H](C(=O)NCCCNC(N)=N)N(CCC1)C(=O)[C@H](NCC(=O)O)CC1CCCCC1
Iodixanol		1.0	PMID30115648	NBQNWMBBSKPBAY-XSLAGTTESA-N	c1(N(CC(CN(c2c(c(c(I)c(c2I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)C(C)=O)O)C(C)=O)c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I
Iohexol		1.0	PMID30115648	NTHXOOBQLCIOLC-UHFFFAOYSA-N	CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
Iomeprol		1.0	PMID30115648	NJKDOADNQSYQEV-YUMQZZPRSA-N	[H]N(C[C@@H](CO[H])O[H])C(c1c(c(C(N([H])C[C@@H](CO[H])O[H])=O)c(c(c1I)N(C)C(CO[H])=O)I)I)=O
Iopamidol		1.0	PMID30115648	XQZXYNRDCRIARQ-LURJTMIESA-N	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
Iopentol		1.0	PMID30115648	IUNJANQVIJDFTQ-SRVKXCTJSA-N	c1(c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)N(C[C@@H](COC)O)C(C)=O
Iopromide		0.99	PMID30115648	DGAIEPBNLOQYER-UHFFFAOYSA-N	COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
Iothalamic acid	Iothalamate	0.98	PMID30115648	UXIGWFXRQKWHHA-UHFFFAOYSA-N	CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
Iotrolan		1.0	PMID30115648	XUHXFSYUBXNTHU-IMECAPTFSA-N	c1(c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)N(C(CC(N(c1c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)C)=O)=O)C
Ipratropium		0.95	PMID30115648	OEXHQOGQTVQTAT-PPAWOBCPSA-N	[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1
Irbesartan		0.1	PMID30115648	YOSHYTLCDANDAN-UHFFFAOYSA-N	CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5
Irinotecan		0.51	PMID30115648	UWKQSNNFCGGAFS-XIFFEERXSA-N	CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4
Isavuconazole		0.01	PMID30115648	DDFOUSQFMYRUQK-FPTDNZKUSA-N	[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1
Isepamicin		0.95	PMID30115648	UDIIBEDMEYAVNG-ZKFPOVNWSA-N	CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O
Isomazole		0.48	PMID30115648	JQUKCPUPFALELS-UHFFFAOYSA-N	[H]n1c2ccncc2nc1c1ccc(cc1OC)S(C)=O
Isoniazide		1.0	PMID30115648	QRXWMOHMRWLFEY-UHFFFAOYSA-N	NNC(=O)c1ccncc1
Isoproterenol		0.71	PMID30115648	JWZZKOKVBUJMES-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc(O)c(O)c1
Isosorbide Dinitrate		0.72	PMID30115648	MOYKHGMNXAOIAT-JGWLITMVSA-N	O=N(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O
Isosorbide-5-Mononitrate		1.0	PMID30115648	YWXYYJSYQOXTPL-SLPGGIOYSA-N	O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O
Isoxicam		0.035	PMID30115648	YYUAYBYLJSNDCX-UHFFFAOYSA-N	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3
Isradipine		0.04	PMID30115648	HMJIYCCIJYRONP-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C
Itraconazole		0.002	PMID30115648	VHVPQPYKVGDNFY-UHFFFAOYSA-N	CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4
Ivabradine		0.28	PMID30115648	ACRHBAYQBXXRTO-OAQYLSRUSA-N	N1(C(Cc2c(CC1)cc(c(c2)OC)OC)=O)CCC[N@@](C)C[C@@H]1c2cc(c(cc2C1)OC)OC
Ixabepilone		0.2	PMID30115648	FABUFPQFXZVHFB-PVYNADRNSA-N	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C
Ixazomib		0.01	PMID30115648	MXAYKZJJDUDWDS-LBPRGKRZSA-N	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
Kanamycin		0.99	PMID30115648	SBUJHOSQTJFQJX-NOAMYHISSA-N	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Ketamine		0.47	PMID30115648	YQEZLKZALYSWHR-UHFFFAOYSA-N	CNC1(CCCCC1=O)c2ccccc2Cl
Ketanserin		0.055	PMID30115648	FPCCSQOGAWCVBH-UHFFFAOYSA-N	Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2
Ketoprofen		0.008	PMID30115648	DKYWVDODHFEZIM-UHFFFAOYSA-N	CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2
Ketorolac		0.00679999999999999	PMID30115648	OZWKMVRBQXNZKK-UHFFFAOYSA-N	OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3
KRN8602		0.09	PMID30115648	OPBPMGYBSDKJBT-CFOSGXAOSA-N	c1c(c2c(cc1)C(=O)c1c(c(O)c3c(c1O)[C@@H](O)[C@@](O)(CC)C[C@@H]3O[C@@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N1CCOCC1)C2=O)O
L-692429		0.06	PMID30115648	SBJLJOFPWOYATP-XMMPIXPASA-N	[H]N(C(CC(C)(C)N([H])[H])=O)[C@@H]1CCc2ccccc2N(Cc2ccc(cc2)c2ccccc2c2nnnn2[H])C1=O
Labetalol		0.5	PMID30115648	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N
Lacosamide		0.85	PMID30115648	VPPJLAIAVCUEMN-GFCCVEGCSA-N	"C(=O)([C@@H](COC)NC(=O)C)NCc1ccccc1
"
Ladirubicin		0.006	PMID30115648	VMDWTZZCNDEKIO-CBNJBKGYSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5ccccc5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C
Lamifiban		0.94	PMID30115648	FPKOGTAFKSLZLD-FQEVSTJZSA-N	NC(=N)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)OCC(=O)O
Lamivudine		0.94	PMID30115648	JTEGQNOMFQHVDC-NKWVEPMBSA-N	NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
Laniquidar		0.001	PMID30115648	TULGGJGJQXESOO-UHFFFAOYSA-N	COC(c1cnc2C(=C3CCN(CC3)CCc3ccc(cc3)OCc3ccc4ccccc4n3)c3ccccc3CCn12)=O
Lansoprazole		0.021	PMID30115648	MJIHNNLFOKEZEW-UHFFFAOYSA-N	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c2nc3ccccc3[nH]2
Latanoprost		0.1	PMID30115648	GGXICVAJURFBLW-RDSJPUOVSA-N	C([C@@H]1[C@H]([C@H](O)C[C@@H]1O)CC[C@H](CCc1ccccc1)O)\C=C\CCCC(OC(C)C)=O
Lefamulin		0.17	PMID30115648	KPVIXBKIJXZQJX-FCEONZPQSA-N	C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]4CC[C@@H](N)C[C@H]4O
Lesinurad		0.02	PMID30115648	FGQFOYHRJSUHMR-UHFFFAOYSA-N	c1ccc2c(c1)c(ccc2n3c(nnc3Br)SCC(=O)O)C4CC4
Letrozole		0.41	PMID30115648	HPJKCIUCZWXJDR-UHFFFAOYSA-N	N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3
Leuprolide		0.54	PMID30115648	GFIJNRVAKGFPGQ-LIJARHBVSA-N	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6
Levetiracetam		0.9	PMID30115648	HPHUVLMMVZITSG-LURJTMIESA-N	N1([C@H](C(=O)N)CC)C(=O)CCC1
Levobupivacaine		0.03	PMID30115648	LEBVLXFERQHONN-INIZCTEOSA-N	C(Nc1c(cccc1C)C)([C@H]1[N@@](CCCC)CCCC1)=O
Levocabastine		0.453	PMID30115648	ZCGOMHNNNFPNMX-YHYDXASRSA-N	[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O
Levodopa		0.76	PMID30115648	WTDRDQBEARUVNC-LURJTMIESA-N	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Levofloxacin		0.75	PMID30115648	GSDSWSVVBLHKDQ-JTQLQIEISA-N	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
Levonorgestrel		0.025	PMID30115648	WWYNJERNGUHSAO-XUDSTZEESA-N	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
Levorphanol		0.6	PMID30115648	JAQUASYNZVUNQP-USXIJHARSA-N	c12[C@@]34[C@H]([C@@H](Cc1ccc(c2)O)[N@](C)CC3)CCCC4
Levosimendan		0.02	PMID30115648	WHXMKTBCFHIYNQ-SECBINFHSA-N	C[C@@H]1CC(=O)NN=C1c2ccc(NN=C(C#N)C#N)cc2
Licarbazepine		0.7	PMID30115648	BMPDWHIDQYTSHX-UHFFFAOYSA-N	c12CC(c3c(N(c2cccc1)C(=O)N)cccc3)O
Lidocaine		0.33	PMID30115648	NNJVILVZKWQKPM-UHFFFAOYSA-N	CCN(CC)CC(=O)Nc1c(C)cccc1C
Linezolid		0.69	PMID30115648	TYZROVQLWOKYKF-ZDUSSCGKSA-N	CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2
Liraglutide		0.01	PMID30115648	YSDQQAXHVYUZIW-QCIJIYAXSA-N	CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc6cnc[nH]6)N)C(=O)O
Lisinopril		1.0	PMID30115648	RLAWWYSOJDYHDC-BZSNNMDCSA-N	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O
Lomitapide		0.002	PMID30115648	MBBCVAKAJPKAKM-UHFFFAOYSA-N	c1cccc2c1C(c1c2cccc1)(CCCCN1CCC(CC1)NC(c1c(cccc1)c1ccc(cc1)C(F)(F)F)=O)C(NCC(F)(F)F)=O
Lorazepam		0.09	PMID30115648	DIWRORZWFLOCLC-UHFFFAOYSA-N	OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
Lorcainide		0.15	PMID30115648	XHOJAWVAWFHGHL-UHFFFAOYSA-N	CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3
Lormetazepam		0.12	PMID30115648	FJIKWRGCXUCUIG-UHFFFAOYSA-N	CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13
Losartan		0.01	PMID30115648	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4
Lovastatin	acid	0.0429999999999999	PMID30115648	QLJODMDSTUBWDW-BXMDZJJMSA-N	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
Lubeluzole		0.003	PMID30115648	OZFSWVOEXHGDES-INIZCTEOSA-N	[H]O[C@@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(c(c1)F)F
LY2090314		0.02	PMID30115648	UWVKPGBFIFWUKH-GKVSMKOHSA-N	C1(C2C3C(N(C(C=3C(N=C(N3C=CC4)C=4)=C3)=O)[H])=O)[C@@H](N(C=2)C2)[C@@H](C=C(C=1)F)CN(C2)C(=O)N(CCCC1)C1
Maprotiline		0.11	PMID30115648	QSLMDECMDJKHMQ-UHFFFAOYSA-N	CNCCCC12CCC(c3ccccc13)c4ccccc24
Maraviroc		0.25	PMID30115648	GSNHKUDZZFZSJB-BTUDYTORSA-N	[H]N(C(C1CCC(CC1)(F)F)=O)[C@H](CCN1[C@H]2CC[C@@H]1CC(C2)n1c(C)nnc1C(C)C)c1ccccc1
